"pat" "th"
2 5386
8 5392
4 5099
14 4522
3 4212
64 4852
147 4468
174 3596
159 2698
56 2130
5 2242
0 1853
0 1440
0 1420
0 1497
9 1421
9 1538
16 1784
20 1588
4 1099
1 687
0 424
0 270
0 214
0 99
0 93
0 12
0 1
2 1
62 4
76 0
56 0
42 0
100 0
49 0
4 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 7
0 0
0 0
3 0
171 0
291 0
534 0
893 0
1251 0
1584 3
1357 0
1110 0
824 0
641 0
579 13
589 11
507 0
509 4
944 0
1089 5
1543 3
1872 2
2140 0
2268 0
2378 0
1725 4
735 0
336 0
140 0
113 0
38 0
103 0
126 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 3
0 21
0 16
0 7
0 0
0 0
0 0
0 6
0 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 1
0 0
0 0
0 0
0 12
0 0
0 0
0 0
0 0
0 0
0 7
0 1
0 10
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 45
0 165
0 71
0 48
0 100
0 250
0 295
0 323
0 252
0 80
0 146
0 210
0 300
0 117
0 35
0 0
0 1
0 0
0 10
0 1
0 0
0 0
0 0
0 0
1 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 0
18 0
4 0
0 0
0 0
0 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
66 0
62 0
172 0
74 0
88 0
97 0
143 0
329 0
422 0
249 0
