"pat" "th"
1581 403
730 566
278 684
223 978
124 1105
377 1027
196 936
71 678
356 516
472 426
359 341
219 343
71 335
20 96
4 84
3 52
5 84
2 10
0 6
1 5
0 7
2 7
0 7
2 18
1 0
0 0
0 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 1
69 3
150 2
497 8
680 10
1244 3
1745 2
1886 2
2349 0
2089 0
1375 0
1120 0
958 0
1187 4
1556 1
1996 1
1843 92
1913 219
2178 225
2158 282
2058 170
2689 132
3291 85
2399 155
927 296
1449 665
1517 959
1366 1094
769 1088
887 1240
936 1194
1449 1154
1110 1088
1160 1049
921 791
1536 598
1791 731
1507 796
1108 1350
734 1768
959 1921
530 1940
78 1489
272 982
312 855
239 725
381 811
234 596
193 390
245 422
228 461
200 589
127 664
113 913
130 719
39 880
21 978
39 1297
91 1332
207 1274
186 799
252 234
217 56
175 72
86 77
34 232
59 215
30 176
17 196
61 122
43 11
176 17
161 79
73 44
136 60
269 1
277 17
42 0
1 0
8 0
20 43
4 275
23 441
3 527
2 391
0 136
0 4
0 82
0 277
0 324
0 246
0 108
2 54
10 0
116 0
8 0
0 0
10 0
71 0
15 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
3 0
27 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
3 0
33 0
23 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
11 0
0 0
11 0
11 0
5 0
0 0
16 0
15 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
8 0
14 0
5 0
0 0
4 0
0 0
4 0
8 0
34 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 0
74 0
289 0
257 0
29 0
50 0
190 2
219 2
61 0
28 0
10 0
27 0
9 0
0 0
0 0
16 0
138 0
133 0
25 0
4 0
6 0
2 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
88 0
820 0
469 0
158 0
184 0
34 0
43 0
203 0
105 0
57 0
4 0
26 0
17 0
54 0
867 0
1636 0
759 0
38 0
406 0
101 0
60 0
363 0
690 0
782 0
911 0
615 0
180 0
288 0
205 0
76 0
0 0
7 0
66 0
0 0
0 0
32 0
15 0
7 0
0 0
2 0
0 0
0 0
0 29
0 68
5 36
5 4
0 9
0 0
0 0
1 0
12 0
61 0
29 0
53 0
21 0
18 2
74 5
146 5
99 0
66 17
43 0
8 3
8 0
147 0
119 5
44 0
1 0
0 0
2 0
4 0
37 0
92 0
168 2
291 0
313 0
613 2
629 6
567 2
411 0
407 0
149 0
231 4
608 4
490 2
265 0
190 0
428 0
369 0
139 0
73 0
54 0
179 0
191 0
116 0
9 0
0 0
0 3
1 0
0 0
5 1
13 0
7 0
1 0
0 0
2 0
4 0
7 1
17 0
0 0
4 0
9 0
2 12
2 0
42 32
83 17
27 12
0 0
0 0
0 1
0 0
0 0
0 0
1 0
15 0
38 0
31 0
27 0
4 0
0 0
36 0
33 0
0 0
7 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
10 0
0 0
0 0
41 0
0 0
0 0
0 0
0 0
0 0
7 0
0 0
0 0
0 0
0 0
0 0
0 0
2 0
0 0
2 0
0 0
0 0
0 0
0 0
5 0
8 0
22 0
0 0
0 0
0 0
2 0
0 0
0 0
3 0
11 0
0 0
13 0
3 0
0 0
0 0
8 0
1 0
30 0
160 0
589 0
1272 1
1595 3
1369 2
1210 0
571 2
709 1
944 1
826 0
249 0
149 0
341 1
375 0
334 0
349 0
364 0
754 32
1534 0
1634 7
1880 0
2096 0
2340 0
2656 0
2396 0
2545 1
1944 17
2373 3
1308 0
1455 0
1295 0
1460 0
1357 0
1339 0
1761 2
2076 2
2658 1
3202 0
2588 2
2164 2
1938 3
866 7
896 13
1295 12
246 15
107 0
86 1
130 0
67 2
98 0
117 0
109 0
88 0
135 0
138 0
7 0
9 0
17 0
13 0
0 0
0 0
1 0
3 1
1 0
2 0
12 0
8 0
1 0
0 0
1 0
5 0
0 0
0 0
0 0
0 0
0 0
34 0
62 0
4 0
57 0
404 0
1218 0
1543 0
1434 0
730 0
338 0
624 0
980 0
946 0
984 0
1104 0
358 0
105 0
7 0
0 18
0 192
8 464
21 530
60 465
94 556
67 811
15 1704
140 2947
52 3718
26 3980
33 3903
11 3462
41 2708
14 1888
46 1605
152 842
113 761
158 384
169 425
176 431
46 562
27 639
33 750
19 885
6 985
5 1062
12 985
4 1066
0 1236
0 1456
0 1463
3 1096
0 812
0 554
0 603
0 1053
0 1161
0 1387
0 949
0 717
0 489
0 49
0 79
0 240
0 265
0 61
0 0
0 0
5 177
4 277
7 243
3 82
0 23
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
493 0
1039 0
1340 0
1172 0
924 0
446 0
377 0
309 0
97 0
87 0
205 0
89 0
17 0
104 0
123 0
117 0
245 0
197 0
119 0
327 0
626 0
639 0
247 0
312 0
362 0
308 0
243 0
337 0
463 0
434 0
779 1
1801 4
2047 9
1736 11
1118 0
559 4
983 3
953 3
684 8
326 2
26 0
17 0
180 0
419 0
1030 2
1700 2
2495 0
2495 3
1357 11
150 6
409 1
69 0
43 0
37 0
127 0
138 0
286 0
332 0
274 0
266 0
427 0
372 0
573 0
843 0
376 0
644 0
771 0
689 0
590 0
449 0
370 0
361 0
268 0
203 0
120 0
105 0
39 0
484 0
689 0
897 0
802 0
427 0
379 0
352 1
181 0
61 0
4 0
2 2
0 0
0 0
2 0
93 0
165 0
80 0
2 0
0 0
0 0
0 0
0 0
0 0
0 6
0 0
4 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 0
0 0
0 0
0 0
0 0
0 0
23 0
42 0
29 0
9 0
2 0
6 0
0 0
0 0
0 0
9 0
11 0
21 0
5 0
4 0
1 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
3 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
15 0
2 0
0 0
2 0
0 0
13 0
9 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
