"pat" "th"
2065 2048
2196 1968
2249 1869
2311 1702
2469 1326
2403 1128
2299 1017
2204 1039
2023 1179
1843 1236
1561 970
1337 622
566 566
357 574
683 399
487 435
479 516
419 510
274 512
139 316
196 265
284 260
178 163
168 32
87 18
51 130
75 191
58 192
49 155
65 89
46 8
54 0
6 2
131 0
121 0
164 6
33 12
111 8
154 0
0 0
0 1
0 14
0 0
7 0
0 0
15 0
0 0
9 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 72
0 224
0 662
0 1104
0 1038
0 902
1 619
0 875
0 1112
0 1207
0 1130
0 955
0 750
0 52
0 623
0 903
0 1020
0 923
0 788
0 519
0 788
0 943
0 1069
0 1185
0 1225
0 883
0 633
0 313
0 5
0 56
8 127
0 98
0 47
0 38
0 88
1 105
0 125
0 24
0 0
0 2
7 37
318 21
732 0
850 0
811 15
735 1
634 0
385 0
267 0
255 0
174 0
152 0
186 0
451 0
538 0
489 0
603 0
706 0
857 0
1136 0
1361 0
1650 0
1792 0
2190 0
2069 0
1483 9
1091 13
855 16
942 12
1196 12
1196 18
1352 27
1691 1
1919 0
2198 0
2215 0
2201 0
1773 0
1430 0
1129 0
757 0
539 0
696 0
944 0
1112 0
941 0
912 0
587 0
18 0
250 0
131 0
81 0
6 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
4 0
0 0
0 0
0 1
76 0
3 0
252 0
88 0
268 2
0 0
0 0
120 0
84 0
298 0
28 2
19 0
37 0
0 0
0 0
0 1
6 0
3 0
0 0
134 0
122 0
218 0
202 0
197 0
155 0
104 0
247 0
616 0
1219 0
1486 0
1381 0
1479 0
1472 0
1556 0
1462 0
1320 0
989 9
749 12
659 3
641 15
613 9
618 13
600 5
552 6
491 6
395 4
278 2
130 2
79 3
76 1
144 2
63 0
21 0
2 0
47 0
89 0
168 1
104 0
3 0
15 0
110 0
154 0
78 2
53 2
75 0
71 0
35 0
54 0
2 0
69 3
108 0
116 0
176 0
354 3
616 4
798 8
1364 40
2160 24
2442 0
2359 0
2273 0
2023 0
1142 2
449 0
305 0
259 0
136 0
76 0
0 0
39 0
88 0
36 0
6 0
16 0
33 0
46 0
18 0
31 0
2 0
5 0
2 0
3 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 11
0 0
0 0
0 0
0 3
0 13
0 23
0 0
0 0
0 26
0 18
0 0
0 0
0 0
0 13
0 7
0 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
25 0
96 0
91 0
102 0
125 0
297 0
707 0
1240 0
1300 0
1332 0
1312 9
901 18
683 11
399 8
215 2
86 0
69 0
2 0
41 0
16 0
10 0
20 0
14 0
14 0
0 0
18 0
0 0
0 0
20 0
0 0
38 0
5 0
37 0
0 0
0 0
25 0
2 0
51 0
5 0
42 0
0 0
23 0
0 0
21 0
2 0
35 0
0 0
0 0
0 0
0 0
37 0
0 0
4 0
5 0
0 0
54 0
0 0
24 0
0 0
1 0
0 0
6 0
0 0
0 0
29 0
0 0
31 0
3 0
35 0
0 0
0 0
16 0
20 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
13 0
2 0
0 0
2 0
0 0
0 0
7 0
0 0
0 0
0 0
2 0
5 0
0 0
0 0
2 0
6 0
6 0
0 0
0 0
0 0
8 0
0 0
0 0
0 0
6 0
0 0
0 0
0 0
1 0
1 0
1 0
0 0
1 0
5 0
6 0
0 0
0 0
5 0
51 2
79 0
197 1
341 12
471 18
612 6
764 21
1149 8
1080 0
1105 0
974 0
529 0
410 0
228 0
170 0
278 0
373 0
197 0
122 0
49 0
0 0
0 0
0 0
0 0
12 0
40 0
72 0
20 0
1 0
22 0
44 0
18 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
