"pat" "th"
9193 2127
9756 2195
9608 2159
9128 2533
8606 2499
7935 2048
6948 1619
6897 1186
7372 1619
8024 2196
8093 2196
8060 1340
7388 1664
6442 2101
4449 1753
3231 821
3867 967
4747 1931
4773 2115
3980 2402
3536 2239
2972 2576
3686 2790
3887 2707
3190 2454
2149 2175
2177 2177
2123 2623
1919 2340
1913 1724
2064 1338
2746 1011
2393 1110
2489 2007
2391 1922
2404 2177
2404 1432
2513 1317
2155 1367
2126 1872
1955 1592
2237 1657
2374 961
2728 1397
2964 1084
3155 748
3426 798
3675 628
4270 742
4153 483
4303 267
4553 384
4396 873
4239 799
4665 734
5454 529
6504 1001
6307 945
7234 879
7144 801
6074 545
5795 525
6234 156
5910 361
5267 331
4768 364
4593 216
4308 399
4421 127
4255 398
3481 94
2970 121
3292 138
3451 209
3469 480
2838 581
2580 890
2566 729
2286 1026
2089 681
1984 734
1126 485
592 271
910 470
925 368
1208 634
1064 413
1490 417
1601 357
2054 362
2411 142
2867 82
2875 302
3267 122
3197 403
3240 258
3253 603
3588 354
3612 827
3622 642
3510 937
3931 819
4176 858
4650 820
5541 1039
6495 870
6672 1138
6133 910
5593 532
5095 852
5060 442
5166 1016
5025 922
4795 992
4157 1148
3965 1672
3613 1299
3057 1129
3349 627
2997 648
2103 835
2195 775
2272 807
1901 813
2011 760
2402 709
3145 1000
4104 814
4759 629
5486 702
5488 836
4984 874
4426 763
4330 566
3276 548
2344 187
1975 142
1311 214
2199 35
2937 164
3740 419
4606 153
4239 368
2821 42
2855 127
3546 207
4220 374
5118 851
6194 741
6734 860
7519 680
7178 822
6643 816
7139 1019
6503 1258
6007 1380
5279 1534
3287 1392
2621 1340
2743 1135
1995 822
2268 678
1123 703
1265 701
1118 574
555 414
806 503
1011 302
778 334
710 197
1413 78
1262 115
286 151
284 54
692 170
742 18
460 417
171 100
125 181
218 204
140 361
191 974
269 895
295 946
105 913
99 1195
72 1169
2 1278
41 1000
152 1017
59 979
8 1224
44 1396
12 1399
40 1755
15 2047
24 3054
10 3313
47 3807
18 3769
61 3993
9 4588
34 6200
16 6558
48 5788
36 3948
93 3722
125 2892
184 2478
129 1937
88 2145
109 1869
92 2602
52 2163
3 2346
14 3070
4 3380
19 5342
15 5375
21 4703
10 4509
32 4051
12 3471
29 3337
77 2263
146 2411
87 2314
41 2615
23 2037
27 1998
25 1989
28 1979
6 1266
13 824
11 1042
5 562
5 967
9 1099
17 570
6 585
5 749
10 877
12 1234
6 645
4 568
1 537
3 793
4 914
10 1415
10 1096
7 1245
56 1178
102 712
85 588
381 554
1084 855
2169 1054
2995 842
4443 385
6286 937
6988 783
6548 1270
6182 969
5597 1109
5902 1354
5705 1840
6276 1837
6206 1657
6101 2188
6069 2394
6533 1885
7226 1566
6256 1319
5334 1250
5267 883
5023 728
4242 1025
4333 788
4258 1020
4711 463
4580 1162
4321 1178
3346 1282
3407 946
3194 1212
3245 1200
3623 1371
3963 1184
4175 1155
4126 676
3768 603
4301 370
4917 800
4476 115
3597 272
3193 340
2716 1006
3455 606
4238 1034
3987 651
4188 597
4196 765
3989 1123
2983 1007
3199 1721
3340 1569
3919 1308
3970 1063
4630 1096
4768 1208
4845 1465
4662 1255
4639 1864
3770 1534
3608 1406
3609 1112
3510 1302
2808 1215
2193 1218
1592 870
1138 418
732 583
878 596
740 965
530 787
924 872
1159 824
1312 1016
1312 935
1247 1282
1134 1258
1115 1790
1011 1414
1341 1959
1711 1565
1496 2130
803 2636
617 3066
227 2850
232 3431
174 2717
83 2404
170 2175
161 2570
147 2063
61 2018
81 2316
55 2389
26 2272
31 2415
18 2078
20 2063
3 1507
58 1333
14 1350
102 1990
119 2409
46 2189
84 1797
47 1393
114 1258
28 1666
5 2057
3 2224
6 2343
41 2686
106 3060
291 2011
186 2223
184 2307
132 2177
275 1792
168 2327
206 1890
186 2366
145 2536
66 3058
7 2657
17 2490
37 2138
280 2422
1328 2152
2278 2237
3540 1791
4797 1493
5732 1159
5896 888
6296 552
5724 433
3932 538
3816 605
2978 734
2243 713
1641 743
1055 565
626 554
331 696
294 641
100 1098
209 1094
415 2135
562 1736
512 1735
372 1115
306 1019
348 997
362 1692
233 2391
264 2351
306 1908
576 1744
997 2292
1367 2275
1797 2670
2318 2501
2859 3022
3384 2878
3218 2632
2694 2402
2801 2281
3187 2017
2606 2055
1420 1633
990 1694
543 1398
1006 1685
474 710
75 796
155 801
340 882
334 886
544 885
311 590
355 728
251 586
77 1132
48 1320
39 1874
70 2567
44 2737
53 2772
67 2417
15 2462
15 2193
10 1411
27 1313
21 1282
36 1315
40 1160
140 1022
63 787
54 651
38 710
10 681
10 510
9 380
7 644
1 823
4 949
10 717
13 432
0 334
3 747
0 796
2 1154
3 950
7 1278
10 722
6 601
3 532
12 393
12 380
11 547
1 136
1 402
8 902
9 1293
13 1116
20 827
16 807
10 699
48 661
3 504
0 810
8 1500
6 1385
9 1161
7 1473
5 1618
8 1617
7 1435
5 1245
1 876
3 788
2 1092
1 1018
3 801
3 1274
2 945
6 1649
5 1017
4 1102
15 653
26 813
11 1080
16 1160
14 1096
9 1257
21 1472
18 1230
12 1016
37 880
63 892
91 1119
63 935
60 1114
111 784
196 1165
948 1032
2521 1464
3989 1714
4337 1691
4420 2246
4267 2085
3975 1782
3416 1192
2871 894
1670 811
995 970
904 1181
1025 1366
1934 1549
2352 1683
3089 1752
3371 1669
2928 1415
1839 1128
1528 945
1127 873
1302 753
1422 556
1954 615
2108 317
1960 172
1841 154
1788 364
1934 582
2106 961
2135 1216
2128 1306
2181 1486
2435 1412
2844 1812
3480 1742
4323 1779
4994 1942
5061 1953
4613 1784
4246 2031
3752 2114
3377 2117
2843 1626
2661 1811
2029 2404
2670 2633
4500 2320
6158 2563
6310 2706
6141 2000
6015 1398
6552 1664
6767 1049
6799 1488
6929 1497
6527 1611
5325 1047
4009 1191
3323 913
2411 957
2281 1226
1846 1399
1418 1655
1098 1667
1441 2569
992 2803
606 2799
193 2354
110 2306
186 2216
189 2458
87 2453
158 2110
326 1458
639 1197
997 1699
918 2274
986 2312
837 2081
855 2412
660 1807
456 1746
251 1853
615 1980
1426 1545
2055 1860
2460 2666
2785 3208
3185 3309
3836 3460
4508 3232
5101 3042
5587 3690
6207 3233
6434 2675
6145 1089
6015 1160
5748 463
5899 448
5734 859
5725 371
6049 370
6908 684
7318 588
7533 821
7161 1329
7411 1237
7364 1155
6915 1817
6243 2522
5916 2672
5471 2768
5007 2186
4477 1733
5327 1572
5009 2355
5492 2316
5428 2538
5010 2917
4524 2593
4373 2839
3806 2908
3007 2182
2159 2356
2049 1505
3350 1639
4463 1435
5277 1508
4754 1643
4361 1875
4040 1900
4115 2047
3737 2422
3071 2522
2395 2282
2409 2085
2399 1576
2787 1993
2037 2500
2380 2976
2326 2903
1873 3103
1135 2994
1052 2991
1240 2756
1124 2413
876 2009
1279 1361
2039 997
2709 1218
3018 2304
2702 3981
1940 4232
2033 3023
1579 2676
1476 2577
1260 2601
1270 2866
1197 2655
1259 2177
1129 2152
756 1516
1025 1145
1191 1069
1358 1092
1453 1026
1731 1081
1769 917
1268 729
1798 714
1868 736
1425 683
1104 576
1187 538
1236 447
1273 1068
1174 1199
881 1530
833 1963
554 3096
543 3973
1235 3528
1805 2974
1854 2445
1660 1753
2135 1259
2350 1225
2790 825
3692 937
3982 848
5180 855
5945 796
5939 1762
6462 1523
6182 2025
5716 1713
4703 1937
4739 1169
4445 1282
4799 1053
5073 648
5166 662
5812 587
5285 584
5288 249
6393 643
7791 268
8400 721
7538 729
6823 674
5629 763
3651 717
3853 693
2308 331
2810 246
4006 297
4309 257
3537 456
3453 314
3571 466
3636 416
3632 614
3409 367
3301 320
3264 412
2769 164
2050 364
1741 208
1659 352
636 234
1218 365
847 196
794 437
447 430
660 499
643 279
457 145
564 482
342 1016
272 827
436 854
496 896
1099 539
1427 582
1966 780
1383 785
945 622
898 246
832 385
839 218
700 185
519 169
481 246
564 510
634 1182
600 2536
392 3263
325 2785
464 2464
300 1734
95 1149
127 584
374 394
69 283
320 957
398 2294
178 3905
183 3331
148 3844
330 3703
440 3039
532 2445
561 2533
442 2999
301 2827
1146 2577
1936 2463
1675 3111
1236 2895
2501 2039
2781 1788
4148 1887
4410 2112
4116 1908
3481 1319
2634 1575
2580 1604
2213 1424
1792 1060
1558 2007
955 2167
817 2339
742 2325
1084 2321
1103 2472
999 2310
1378 2058
1489 1757
1338 2215
1203 2237
879 2331
279 2398
368 2287
302 2696
358 2525
481 2059
522 2147
755 1737
694 1800
520 1880
150 2322
293 1745
408 1577
150 1550
377 1413
531 893
703 1528
740 1815
1078 2655
1050 2705
1042 2529
1449 1489
1240 2430
1007 3710
880 2637
793 2074
1485 1251
2032 979
2062 1517
1984 1407
1898 1766
1589 2472
1408 2876
1623 3683
2441 3939
2459 3095
2084 2740
1986 2824
2027 3621
1801 4285
2017 4893
1901 5158
1662 4881
887 4590
1599 4538
2083 5077
1828 4326
2035 4502
1943 3621
1289 3453
876 2971
719 3141
826 2444
1044 2677
1323 2128
1117 2656
1157 2253
1483 2595
2160 1943
1881 2004
1579 1965
1599 2258
1671 2559
1530 2646
1736 3058
1787 3049
1307 3642
842 3766
1173 4270
1734 3390
1222 4193
1542 4167
1724 4304
1567 4422
1233 5161
1193 5067
1129 5023
942 4403
951 3910
310 3320
842 2332
1076 1088
926 2607
1490 3556
1678 4371
1496 5448
1233 5688
1132 2765
890 1890
1187 1823
1311 1462
1362 1316
1407 883
1667 1213
1844 903
1861 971
1877 1648
1823 1621
1665 1424
1329 675
935 417
792 1281
436 420
479 626
602 344
948 443
937 393
808 414
1436 989
1844 349
2508 144
3172 232
3178 116
2859 70
3239 173
3213 269
2646 246
1717 796
897 1334
410 2216
474 2653
1071 2372
1178 2456
1405 2574
1434 1962
918 1090
524 1518
202 1706
91 1263
106 958
60 953
57 902
74 1218
12 1275
21 969
46 1047
138 1297
221 1887
128 2234
63 2245
86 1659
28 1421
13 1843
15 2184
36 1774
102 1483
157 1531
187 2151
276 2561
336 1572
174 1346
150 1120
189 416
166 869
223 543
119 899
190 624
187 512
220 870
190 676
134 1069
96 2021
107 2278
26 1975
196 1199
261 1845
253 2055
307 954
269 178
242 821
152 1072
63 1080
33 650
102 149
182 1214
103 1690
143 737
537 969
738 623
845 517
1104 503
1584 73
2209 150
2672 53
2922 120
2968 58
3653 37
4001 142
3908 83
3764 57
4057 48
3784 39
3426 64
2954 31
2315 13
1510 14
645 2
973 2
1747 5
2437 20
2966 43
3107 45
3370 49
3557 98
4097 110
4730 118
5541 279
6206 252
6090 290
6192 233
5755 182
6357 116
6645 61
6452 34
6670 30
5995 31
4819 31
4388 26
4271 21
2057 4
1390 4
1044 1
920 7
748 6
1101 9
654 11
493 10
392 6
354 4
289 16
143 25
11 0
2 0
11 0
9 0
13 0
7 0
55 32
0 0
24 23
0 14
25 0
0 0
0 0
0 4
0 0
0 0
0 0
0 9
4 0
4 0
7 1
0 2
0 0
0 0
0 0
0 0
0 0
0 146
0 630
0 582
4 948
22 1623
4 1832
5 1489
7 1387
7 955
2 408
7 382
6 500
4 618
2 618
8 252
5 238
3 375
6 352
4 336
10 500
7 844
4 1121
3 1282
3 1013
2 1015
5 856
3 429
0 376
0 553
2 970
2 1226
2 1455
2 1609
1 302
0 1348
0 708
0 447
0 342
0 46
0 170
0 53
2 62
0 138
13 35
129 67
163 164
186 82
79 1
89 31
33 40
39 56
41 0
149 1
234 0
314 12
106 1
119 0
231 0
86 0
11 0
14 0
11 0
31 0
52 0
51 0
5 0
0 0
5 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
14 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 2
1 6
26 0
29 4
0 0
84 0
0 0
0 0
99 2
0 3
10 5
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 2
0 1
0 0
0 2
1 0
0 0
0 0
0 0
0 6
0 3
0 5
0 0
0 1
0 0
5 8
0 0
0 0
2 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 1
0 25
2 82
1 69
0 44
0 0
0 1
1 56
2 125
4 95
0 56
5 5
0 1
2 108
3 181
2 106
0 31
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
3 8
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 2
0 6
0 10
0 23
0 20
0 27
0 23
0 26
0 35
1 59
4 46
0 0
0 8
0 0
0 1
0 0
0 1
0 2
0 5
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 1
0 1
0 22
4 70
0 8
0 43
0 29
0 52
0 22
0 18
0 19
0 28
0 7
0 0
0 0
0 0
0 1
0 2
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
16 19
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 13
0 407
1 796
9 813
0 1134
0 1457
1 1642
0 2164
7 2065
12 1540
7 1103
17 420
7 202
6 282
5 233
2 163
4 220
2 206
4 158
4 105
1 41
0 29
4 93
4 204
3 124
0 85
14 68
3 221
7 343
3 293
12 464
7 649
9 920
0 1210
0 1102
0 747
1 615
0 517
0 552
0 566
0 452
0 533
0 815
0 913
0 847
0 778
0 229
0 531
0 528
0 556
0 1091
0 946
0 882
4 719
0 883
0 982
25 824
0 1339
0 1384
10 1042
0 679
0 755
0 1015
0 1203
0 1316
0 1152
0 1296
2 934
0 151
0 1702
0 2180
0 1387
0 785
15 66
0 459
4 323
0 72
0 287
11 37
0 84
0 31
0 152
0 31
0 4
7 7
17 1
45 18
30 26
0 0
1 36
6 18
11 6
6 20
4 64
0 92
2 52
0 20
1 17
0 35
0 67
0 253
0 570
0 808
1 849
0 433
0 320
0 1137
0 1367
0 433
0 748
0 517
0 365
0 461
0 55
0 85
0 184
0 16
0 676
0 466
0 258
3 91
0 221
0 20
0 130
0 55
0 61
1 101
6 24
3 31
0 0
0 8
0 15
0 28
0 67
4 50
0 25
0 52
9 39
0 2
0 0
0 0
0 23
0 4
3 4
0 23
0 14
0 3
14 0
7 0
81 1
0 0
21 9
119 0
27 3
0 0
2 0
40 0
53 0
8 0
91 0
32 0
2 5
44 3
0 12
0 88
0 11
0 13
0 72
0 66
1 68
0 10
0 6
0 11
0 0
0 17
0 46
1 80
0 31
20 32
0 0
0 0
0 1
2 126
0 77
0 55
0 0
0 6
3 58
1 70
1 2
0 5
0 0
3 5
0 0
33 0
0 3
23 10
0 1
1 0
0 0
1 0
0 0
6 0
2 10
0 0
0 0
0 0
15 0
1 0
7 0
21 2
84 1
160 0
82 0
0 0
21 0
123 0
26 2
15 15
0 0
6 7
1 5
0 6
0 8
0 14
6 17
4 7
6 39
42 33
7 20
73 20
112 5
16 2
12 5
21 9
16 0
7 2
2 8
3 5
0 3
0 2
0 0
0 0
0 6
0 3
0 3
0 0
1 0
0 0
7 0
3 0
31 0
45 1
30 14
17 0
0 0
21 0
0 0
0 0
25 0
5 0
0 0
0 0
0 0
5 0
17 0
188 0
230 0
239 0
304 0
417 0
280 0
159 0
101 0
22 0
140 0
101 0
77 0
99 2
7 0
53 0
258 0
354 0
217 0
158 0
113 0
108 0
197 0
388 0
560 0
498 0
638 1
639 0
518 0
263 0
321 0
264 0
306 0
617 0
602 0
535 0
398 0
292 0
291 1
86 0
32 0
4 0
6 0
87 0
169 0
183 0
160 0
157 0
170 0
141 1
210 0
247 0
159 0
150 0
63 0
64 0
135 1
161 0
26 0
87 0
66 0
7 0
7 0
75 0
24 0
4 0
30 0
28 0
88 0
90 0
108 0
85 0
10 0
7 0
18 0
26 0
45 0
10 0
16 0
29 0
19 0
269 0
520 0
433 0
440 0
342 0
165 0
259 0
337 4
93 0
41 0
37 0
70 0
42 0
20 0
0 0
22 0
45 0
35 0
34 0
41 0
15 0
11 0
1 0
4 0
3 0
13 0
0 0
0 0
8 0
0 0
0 0
1 0
12 137
0 222
4 371
83 385
91 434
88 261
61 151
5 90
0 7
0 6
0 24
5 36
52 77
34 143
118 289
272 531
109 1211
97 1357
21 1483
5 1709
6 1563
6 1899
20 2225
11 2085
48 2247
166 2480
12 2421
20 2576
4 2233
23 1889
4 1353
0 1134
0 916
3 861
0 667
0 495
0 435
6 431
0 493
3 467
0 558
0 556
0 465
0 514
0 334
2 446
0 162
0 126
0 123
0 271
10 552
0 492
0 613
0 572
0 613
0 545
0 537
0 240
0 442
2 370
1 460
0 342
0 364
0 194
0 355
0 387
0 447
0 419
0 383
0 293
0 343
0 224
0 290
0 382
0 426
8 616
0 316
0 280
2 259
0 173
0 68
0 217
0 383
0 493
0 724
0 835
0 1149
0 1466
0 1986
0 2412
0 2811
0 3566
0 3741
0 3278
0 2845
0 2581
1 1911
0 1794
4 1669
0 1630
1 976
0 531
0 323
0 350
0 127
0 22
0 200
0 4
0 55
0 0
0 11
0 0
0 17
0 10
0 7
0 5
0 6
0 22
0 8
0 2
0 1
0 8
0 3
0 3
0 0
1 54
0 21
0 3
0 5
0 1
0 6
0 1
0 4
0 3
0 6
0 6
0 7
0 17
0 16
0 0
0 0
0 0
0 0
0 0
0 6
0 49
0 19
0 13
0 9
0 39
2 57
0 17
0 26
0 2
0 15
0 4
0 0
0 4
0 16
0 22
0 21
0 41
0 38
0 64
0 12
0 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
12 5
0 0
0 0
0 0
0 0
0 0
0 0
0 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 6
0 0
0 0
0 0
0 0
4 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 324
0 1251
0 2244
0 2826
0 3191
0 3787
2 4202
0 4258
0 4031
0 3552
0 2993
0 2250
0 1660
0 1082
0 1009
0 949
0 1886
0 2499
0 2569
0 2400
0 2317
0 1931
0 1121
0 906
0 631
0 714
0 928
0 1167
0 1467
0 2145
1 2887
8 3922
0 3738
0 3233
0 2435
0 2682
0 2755
0 2394
0 2068
0 1601
0 1242
0 1615
0 1775
0 1952
1 1898
0 1619
0 789
0 1260
0 1213
0 902
1 1285
0 1701
0 2278
0 2785
2 3398
0 3365
1 3277
0 2742
0 2614
0 2214
0 2278
0 1823
0 187
0 489
0 517
0 450
0 40
0 83
2 3
0 2
4 0
19 1
0 0
3 0
36 1
0 0
4 1
0 0
0 0
2 0
0 0
41 5
0 0
0 0
3 0
0 8
0 44
1 29
0 39
0 29
0 10
0 108
6 148
3 190
2 137
0 18
0 1
0 0
0 0
0 0
0 4
0 13
0 0
0 0
0 4
0 4
2 20
0 0
0 20
1 8
0 0
0 0
0 0
0 0
0 0
6 4
5 39
0 60
0 0
0 14
0 12
0 158
0 172
0 3
0 100
0 0
0 0
0 0
0 0
0 0
0 0
0 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 28
2 73
0 81
0 59
0 13
0 32
0 174
0 28
0 0
0 24
0 21
0 0
0 1
0 0
0 103
0 217
0 86
2 83
0 4
0 29
0 28
0 59
0 46
0 28
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 0
0 0
0 0
0 604
0 1792
0 2911
0 2941
17 2791
0 2060
0 1867
0 1568
0 1258
0 2713
2 3621
2 3453
0 1493
0 1179
0 1598
47 1272
5 1409
0 2047
0 2506
0 2598
0 2475
0 2145
0 1783
18 412
0 410
0 97
0 37
0 80
7 93
6 39
0 0
67 5
173 0
280 0
193 0
71 0
39 0
107 0
136 0
90 2
0 0
3 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
5 22
0 497
14 1626
0 2012
0 2618
0 3092
0 3215
0 2625
0 1449
1 2071
6 3198
0 3632
17 2814
0 2574
0 3280
0 3235
0 1455
1 2899
0 3720
0 3203
0 886
0 1135
0 941
0 764
0 832
0 1060
0 1501
2 1754
0 1727
0 1334
0 1144
0 2281
0 2697
0 2617
1 2462
0 1641
0 648
0 245
0 305
0 381
0 338
0 225
0 79
0 33
0 26
0 52
0 14
0 24
0 8
0 16
0 3
0 0
2 8
0 0
0 0
0 0
0 0
0 0
0 0
0 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
4 7
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
3 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 0
0 0
0 0
0 7
0 4
0 0
0 4
0 21
0 18
0 33
0 0
0 4
0 12
0 27
0 32
0 25
0 24
0 4
0 0
0 1
0 10
0 13
0 8
0 17
1 67
14 40
0 0
0 0
0 2
0 57
1 47
1 17
0 0
0 0
0 2
0 2
0 0
0 5
0 23
1 23
0 12
0 2
0 9
0 4
0 2
1 6
0 27
0 28
0 4
0 0
4 3
0 0
0 2
0 0
0 0
0 0
0 0
0 153
0 888
0 2452
0 3739
0 3287
0 3817
0 3073
0 2851
1 1995
0 1581
0 2166
0 2783
1 3054
0 3425
0 3555
0 3551
0 1890
0 685
14 196
0 249
0 78
0 739
0 1145
1 786
0 93
0 58
0 77
4 196
8 268
6 578
6 512
0 500
0 834
0 1073
0 1116
0 696
0 328
0 908
0 1441
0 1863
0 2593
0 2990
0 2844
12 2675
0 2240
0 2037
0 1777
0 1579
0 1544
0 1660
0 1787
6 1689
5 1333
0 1281
0 1294
0 1250
0 849
0 724
0 1009
0 1561
0 1851
0 2625
0 2729
0 2737
0 1853
0 1353
0 2000
0 2235
10 2696
3 2287
1 2011
0 1448
0 1811
0 2949
0 3040
0 2724
0 2510
1 2520
6 2151
5 2492
7 2765
5 2456
5 1117
0 531
0 428
0 913
0 1098
3 1476
0 1098
9 832
5 2016
5 1637
1 552
6 746
0 361
0 489
4 574
3 489
2 540
0 321
0 153
0 362
0 457
0 230
0 140
0 8
0 5
0 439
0 1026
0 1044
0 483
0 82
0 21
0 214
0 399
0 395
0 191
0 144
7 333
0 144
0 369
0 287
0 116
0 251
0 271
0 178
0 130
0 20
0 0
0 89
0 45
0 0
0 164
0 84
0 7
1 52
1 2
0 3
0 0
0 190
0 563
0 697
0 652
12 580
0 198
0 34
0 18
0 376
0 409
0 411
0 545
0 387
0 43
0 5
0 23
0 370
0 244
0 40
0 40
0 29
0 38
0 115
0 153
0 233
0 199
0 49
0 2
0 15
5 213
0 73
0 157
0 51
0 1
0 95
0 202
0 41
0 0
0 0
0 0
0 76
1 59
0 15
0 20
0 519
0 988
0 900
0 54
0 489
0 1217
1 1767
0 970
0 1023
0 627
7 418
0 85
0 69
0 72
0 187
0 42
0 134
0 9
0 29
0 0
0 0
0 13
0 6
0 5
0 15
7 234
6 537
6 222
3 96
0 185
0 291
1 642
1 1038
1 1353
0 1123
3 558
0 54
0 705
2 1130
0 1448
0 1634
1 1198
0 321
0 877
0 457
0 508
0 17
0 5
0 16
1 7
0 0
0 0
0 1
0 15
0 0
0 0
0 0
0 0
0 0
0 0
5 5
0 0
0 14
0 11
0 54
0 181
0 225
0 13
0 0
0 0
2 2
13 54
47 164
1 125
10 3
10 12
0 0
7 9
46 48
5 184
0 361
0 455
0 352
0 57
1 36
36 661
0 955
0 786
0 309
1 411
5 167
0 433
0 135
0 5
0 5
0 2
0 14
0 40
10 122
0 21
0 9
0 1
0 98
0 93
0 148
0 143
0 75
0 50
0 63
7 98
51 272
0 108
2 272
1 116
