"pat" "th"
0 1387
0 2268
0 1805
0 672
0 707
0 659
0 126
0 128
0 322
0 116
0 23
0 237
0 654
0 1073
0 1408
0 1596
0 1300
0 1573
2 1722
4 897
30 915
72 572
69 314
10 342
7 334
4 551
6 647
23 630
52 569
10 525
6 468
20 426
2 596
4 942
3 1117
1 1224
0 1281
0 751
6 813
0 520
0 269
0 48
0 101
0 209
0 661
0 954
0 447
0 303
5 666
3 974
0 772
0 382
0 88
1 399
0 613
0 1110
0 1460
2 1802
1 1710
3 1847
4 1976
5 2107
6 2023
35 2233
10 3001
2 3513
5 4456
16 4947
61 5152
62 5216
57 4970
20 5115
6 4782
8 5034
10 4585
11 5358
17 5344
41 5805
23 5651
35 5940
69 5360
50 4517
76 4342
31 3836
22 3038
22 2813
25 1843
71 1522
101 923
33 493
7 178
4 286
4 101
10 232
74 129
70 107
34 213
15 125
6 196
4 150
0 156
11 143
1 145
1 98
20 82
2 62
1 89
1 153
2 338
2 412
3 309
7 210
4 69
4 111
4 153
7 167
8 451
10 624
10 746
13 866
14 816
13 756
30 572
11 380
3 70
29 88
26 290
22 386
7 480
8 443
8 269
3 168
10 307
11 832
13 1312
13 1701
19 2091
31 2146
30 2603
19 2075
21 2157
19 1480
21 1415
21 831
39 667
32 166
7 472
20 717
23 793
37 942
40 712
35 923
16 427
17 403
3 325
6 347
5 401
1 324
873 362
5 666
17 942
23 1454
30 1792
25 2455
19 2327
12 2657
13 2377
15 2204
11 1703
17 1167
19 635
8 436
5 352
3 295
2 251
8 214
11 218
6 289
4 540
8 708
10 1024
8 1189
8 1684
10 1825
11 2015
8 2151
17 2087
11 2032
13 1852
9 1647
16 1613
19 1646
4 1799
20 2312
22 2518
21 2483
18 2466
18 2279
18 2087
10 1891
11 1918
5 1776
1 1370
3 1257
7 1401
12 1342
12 1571
14 1961
6 1212
1 1103
0 1474
0 1480
3 1567
3 1529
1 1144
1 715
2 524
0 457
1 653
1 597
0 605
0 590
1 540
3 391
0 274
2 362
2 525
0 427
1 664
1 397
2 672
1 415
1 745
3 576
0 757
0 336
0 717
2 338
0 444
0 101
0 151
0 557
0 220
0 503
0 205
2 591
5 432
2 372
5 917
4 660
5 1070
4 959
1 1528
0 1058
2 782
3 214
5 642
9 683
1 495
1 642
3 907
10 1148
2 1715
2 1815
2 2112
1 2361
0 2289
0 2255
1 1900
6 1699
13 1797
15 1956
7 2082
11 2476
15 2293
17 2459
18 2559
18 2610
12 2662
17 2567
17 2546
38 2088
35 1279
23 667
24 423
13 258
4 255
9 716
10 852
25 973
50 902
95 878
307 652
489 334
455 62
420 18
171 68
150 333
65 576
79 749
69 873
239 1012
451 1308
574 1980
492 2477
835 2622
1081 2465
1261 2266
1326 1954
1346 1539
1271 916
1280 387
945 502
628 1706
223 3240
469 4663
1123 6249
1700 7181
1597 7457
1065 6860
401 5969
582 6216
557 5715
459 4704
317 4082
191 4065
201 3635
120 2965
129 2806
96 2337
154 2479
159 2484
168 2690
174 3137
247 3017
383 2512
532 2943
382 3173
265 3096
216 2649
316 2295
447 1922
303 763
178 747
94 1756
72 1750
73 1016
112 1430
180 1242
244 2274
330 1717
314 3708
292 4626
264 4710
128 4212
253 2765
564 1103
839 593
431 464
204 830
143 1829
32 1811
4 1995
30 1847
10 2211
24 2779
3 808
0 758
9 783
8 1162
0 919
0 1006
1 852
0 1000
0 551
0 769
0 764
0 453
0 417
0 426
0 181
2 234
0 120
0 176
0 507
0 505
0 607
0 711
43 1435
5 1584
86 1848
148 1370
196 1085
163 1169
90 1288
25 1496
15 1787
11 2597
5 2164
50 1436
87 1492
100 1667
48 113
2 498
0 42
5 196
16 205
34 107
15 11
12 0
20 21
8 20
19 15
20 1
8 3
0 70
0 96
0 9
0 23
0 140
0 28
0 20
0 165
0 53
0 498
0 1762
0 1826
0 1365
3 2161
3 1382
0 1389
0 1230
0 942
0 643
0 562
0 676
0 596
0 518
0 490
0 382
0 342
0 194
0 119
0 107
0 102
0 15
0 17
0 21
0 19
0 7
0 64
0 5
0 30
0 24
0 0
0 5
0 19
0 21
0 6
0 8
0 3
0 2
0 5
0 24
0 16
0 71
0 32
0 35
0 58
0 96
0 226
0 94
0 39
1 135
4 42
9 114
4 71
4 19
6 112
8 364
8 216
5 437
1 728
7 868
6 873
0 1010
0 1038
0 1301
0 771
0 674
0 602
0 765
0 775
1 973
3 490
0 231
0 166
0 795
0 284
3 260
0 170
0 362
0 227
0 211
0 145
0 158
0 32
0 90
0 179
0 186
0 535
0 683
0 974
0 1215
0 820
0 671
0 506
0 323
0 211
0 760
0 685
0 1253
0 2057
0 499
0 804
0 713
0 78
0 133
0 307
0 0
0 49
0 36
0 52
0 124
0 198
0 270
0 78
0 12
0 39
0 75
0 155
0 152
21 113
22 68
13 66
0 150
0 251
0 622
0 644
0 204
0 69
0 190
0 265
0 194
0 105
0 17
0 36
0 115
0 165
0 133
0 268
0 178
0 29
0 45
0 270
0 255
0 81
0 53
0 48
0 108
1 122
0 88
0 14
0 9
0 4
0 26
0 96
0 83
0 20
0 18
0 116
2 79
0 3
0 33
0 56
0 7
0 2
0 20
0 46
0 73
0 193
0 410
0 373
0 1255
0 1718
0 1340
0 1070
0 1730
0 1545
0 569
0 753
0 801
1 847
2 738
1 572
0 472
0 638
0 1086
5 909
8 673
4 590
1 841
3 1487
2 578
0 181
0 399
0 102
0 71
0 40
0 191
0 97
0 7
0 0
0 0
0 0
0 9
0 0
0 21
0 19
0 44
0 72
0 16
0 6
0 86
0 48
0 0
0 23
0 76
0 72
0 647
0 1626
0 1347
4 1672
6 1825
2 1178
0 764
3 511
6 335
5 407
1 452
0 309
0 217
0 357
0 329
0 102
0 191
0 131
0 114
0 110
0 31
0 3
0 6
0 3
0 15
0 4
0 0
0 20
0 10
0 0
0 0
0 0
0 0
0 7
0 0
0 0
0 0
0 0
0 0
0 11
0 5
0 0
0 0
0 0
0 0
0 6
0 12
0 5
0 0
0 0
0 2
0 0
0 1
0 11
0 12
0 20
0 50
0 56
0 44
0 52
0 32
0 13
0 1
0 17
0 14
0 2
0 3
0 0
0 0
0 0
0 7
0 1
0 1
0 4
0 14
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 7
0 24
0 1
0 12
0 56
0 86
0 89
0 27
0 0
0 12
0 106
0 301
0 563
0 706
0 921
0 798
0 521
0 389
0 597
0 342
0 79
0 294
0 166
0 0
0 119
0 245
0 239
0 116
0 24
0 295
0 734
0 930
0 913
0 553
1 471
1 274
0 120
4 113
3 182
4 241
7 276
4 503
8 418
3 308
3 225
2 137
1 195
7 478
3 614
0 680
0 811
0 1348
0 1455
0 934
0 917
0 682
0 985
0 793
0 592
0 651
0 78
0 77
0 7
0 0
0 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 9
0 17
0 10
0 15
0 4
0 30
0 7
0 2
0 0
0 0
0 7
0 0
0 3
0 0
0 20
0 0
0 0
0 0
0 0
0 0
0 0
0 181
0 635
0 899
0 837
0 783
0 642
0 805
0 540
0 455
0 618
0 578
0 577
0 72
0 19
0 93
0 155
0 318
0 445
0 453
0 434
0 506
0 515
0 231
0 52
0 32
0 4
0 41
0 6
0 0
0 3
0 23
0 16
0 5
0 2
0 13
0 0
0 0
0 0
0 0
0 0
0 1
0 50
0 486
0 805
0 941
0 828
0 853
0 706
0 362
0 233
0 207
0 14
0 57
0 156
0 92
0 13
0 16
0 85
0 166
0 289
0 467
0 634
0 703
0 907
0 1177
0 1066
0 956
0 613
0 839
0 556
0 293
0 60
0 9
0 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 2
0 111
0 512
0 843
0 1613
0 1662
0 1559
0 1252
0 1599
0 1538
0 1292
0 1265
0 929
0 622
0 399
0 414
0 287
0 360
0 451
0 318
0 229
0 288
0 511
0 1002
0 1462
0 1583
0 1804
0 2134
0 2165
0 1591
0 943
0 590
0 338
0 112
0 15
0 19
0 34
0 7
0 34
0 4
0 7
0 0
0 0
0 0
0 0
0 0
0 0
0 6
0 13
0 16
1 19
3 43
4 60
3 68
1 86
1 126
0 202
0 258
0 500
1 879
0 1000
0 1016
0 863
0 583
1 631
2 587
9 467
8 256
5 256
9 383
9 436
2 418
0 459
5 555
7 470
2 383
5 307
9 216
12 295
9 313
2 290
0 57
0 179
0 286
1 329
6 610
8 1062
17 1379
8 2232
8 2763
13 3142
6 2642
0 2366
3 1833
3 939
9 427
3 970
0 644
5 916
6 1084
4 1281
1 533
6 400
3 535
0 442
4 236
4 354
6 579
9 691
0 519
0 519
0 707
0 597
0 424
3 267
9 125
8 156
7 394
1 621
7 768
12 698
6 476
0 139
2 131
6 160
4 145
3 83
0 9
0 3
0 35
0 35
0 38
0 12
0 0
1 125
0 327
1 684
2 775
1 777
0 552
2 649
6 1025
7 962
2 826
2 398
2 273
5 306
7 532
3 488
10 551
11 705
7 889
2 1119
0 1322
0 934
0 620
0 384
0 273
0 257
0 534
0 598
0 594
0 508
0 374
0 176
0 35
0 36
0 144
0 236
0 640
0 1368
0 1452
0 1313
0 545
0 642
0 558
4 843
5 828
5 580
1 446
4 680
4 716
6 547
9 479
9 519
9 655
7 960
3 865
1 1042
0 793
0 596
0 523
0 421
0 280
0 162
0 91
0 63
0 19
0 10
0 1
0 9
0 14
0 15
0 56
0 138
0 191
0 496
0 890
0 1242
0 1444
0 1127
0 977
3 633
2 592
4 369
2 139
8 387
8 402
10 492
10 218
0 258
1 299
4 131
1 68
0 153
1 161
1 85
2 57
0 0
0 1
0 0
0 0
0 0
0 0
0 70
2 358
5 386
10 524
7 576
7 279
2 58
1 363
4 540
4 599
5 273
0 127
1 169
3 183
1 421
3 589
6 533
0 388
0 205
0 158
0 178
0 190
0 193
0 128
0 288
0 554
0 610
0 265
0 332
0 346
0 280
1 287
0 312
0 499
0 391
0 332
0 217
0 233
0 187
0 111
0 63
0 21
0 6
0 1
0 95
0 395
0 733
0 946
3 1073
3 973
4 790
0 507
0 260
0 61
0 28
3 250
6 557
5 871
7 1158
13 1469
6 1641
6 832
4 824
9 950
5 780
0 665
5 801
5 760
1 724
1 596
1 378
1 412
1 130
0 250
0 136
0 99
0 38
0 35
0 0
0 3
2 1
0 39
0 62
0 123
0 379
0 739
2 1080
1 912
1 872
3 326
7 878
8 1679
11 1922
8 1154
2 662
1 413
0 128
2 218
1 520
3 1056
2 1380
0 1532
0 1347
0 868
0 838
0 637
0 457
0 314
0 238
0 242
0 190
0 137
0 34
0 2
0 2
0 8
0 0
0 2
0 1
0 0
0 10
0 4
0 9
0 4
0 7
0 1
0 1
1 5
0 0
0 0
0 4
0 2
0 0
0 2
0 0
0 0
0 3
0 81
0 549
0 754
0 770
0 955
0 586
0 551
1 863
8 1090
6 1167
0 912
0 1208
2 1283
5 940
1 489
2 637
2 245
1 293
4 237
2 309
2 452
4 470
3 373
4 305
9 543
11 727
7 508
9 253
10 321
8 303
3 395
9 600
12 906
1 609
0 99
4 358
4 358
3 265
3 237
5 188
5 328
3 515
6 1274
3 1212
0 1070
0 620
0 389
0 190
0 273
0 375
0 314
0 147
0 2
0 7
0 0
0 0
0 0
0 0
0 0
0 7
0 0
0 0
0 0
0 139
0 581
0 929
0 983
0 1218
0 1120
0 1005
0 1030
0 1026
4 1022
10 934
6 616
12 616
12 530
9 548
7 633
4 616
7 544
9 315
4 113
2 175
4 179
6 167
1 137
0 71
1 53
1 20
3 48
4 82
5 188
8 329
10 441
8 430
4 283
5 325
3 318
3 303
6 754
2 1007
1 1507
0 1187
0 1081
0 912
0 753
0 588
0 489
0 298
0 299
0 342
0 493
0 874
0 1185
3 1399
3 1053
4 597
5 461
0 445
0 414
4 774
5 942
3 940
3 923
1 844
0 754
0 774
0 758
0 754
0 712
0 401
0 156
0 133
0 70
0 9
0 30
0 5
0 0
0 2
0 70
0 10
0 2
0 1
0 71
0 643
0 955
0 1222
0 1357
0 713
0 384
0 396
0 724
0 807
0 834
0 796
0 706
0 856
0 945
0 925
0 347
0 19
0 182
0 82
0 13
1 10
0 0
0 0
0 2
0 0
0 0
0 8
0 0
0 0
0 15
0 2
0 20
0 277
0 888
0 1344
0 1219
0 906
0 1010
0 1304
0 1240
0 762
0 835
0 797
2 864
4 1078
0 1215
0 494
0 107
4 476
4 958
2 980
0 728
0 845
0 897
0 712
0 772
0 856
0 576
0 348
0 337
0 188
0 111
0 57
0 3
0 1
0 2
0 7
0 4
0 16
0 0
0 1
0 0
0 1
0 0
0 4
0 5
0 9
0 0
0 0
0 0
0 3
0 23
0 44
0 145
0 243
0 424
0 642
0 994
0 1156
0 1165
0 946
0 594
7 600
12 1113
6 918
3 396
7 240
5 390
8 512
7 725
3 785
0 875
0 765
0 834
0 724
0 262
0 119
0 230
0 188
0 11
0 91
0 33
0 31
0 0
0 196
0 538
0 761
0 1180
0 1122
0 605
0 685
1 1021
4 1147
9 992
7 817
3 376
7 469
6 780
0 1029
0 1033
0 891
0 1002
0 930
0 910
0 676
0 552
0 61
0 150
0 226
0 211
0 279
0 183
0 170
0 57
0 53
0 176
0 171
0 27
0 4
0 25
0 56
0 10
0 21
0 49
0 47
0 155
0 307
0 548
0 598
0 118
0 234
0 658
0 499
0 175
0 8
0 77
0 77
0 45
0 0
0 0
1 3
0 0
0 0
0 8
0 10
4 2
0 0
0 0
0 0
0 0
0 0
0 5
0 0
0 0
0 1
0 0
87 0
10 0
12 0
13 0
2 1
2 0
0 0
4 0
25 0
38 0
5 0
5 0
1 0
0 2
0 0
0 5
0 18
0 131
6 370
32 642
60 609
13 340
0 109
0 3
5 84
1 261
4 355
4 444
0 381
0 270
9 191
11 75
11 12
13 0
10 1
0 0
0 53
0 36
0 70
0 235
0 664
0 797
0 863
2 1362
2 1901
0 2877
0 3684
0 3653
0 3682
0 2602
0 1670
0 1070
0 685
0 847
0 624
0 637
0 145
0 159
0 60
0 33
0 49
0 259
0 203
0 245
0 212
0 316
5 434
31 500
22 690
42 566
28 547
13 462
12 265
3 636
0 794
0 603
0 536
12 481
37 502
10 784
22 473
33 431
25 424
18 349
13 311
0 325
0 429
0 476
0 360
0 298
0 381
0 544
25 652
70 591
72 628
54 504
27 310
3 123
0 194
0 352
0 385
0 295
16 147
65 242
9 304
0 414
0 410
0 377
0 223
0 228
0 4
0 6
9 29
6 19
0 48
0 98
0 86
0 174
0 16
0 72
0 11
0 98
0 194
0 136
0 417
0 412
0 351
0 88
0 237
0 556
0 463
0 457
0 94
0 14
0 17
0 10
0 2
0 7
0 12
0 11
0 38
0 13
0 51
0 58
0 253
0 445
0 140
0 235
0 338
0 437
0 816
0 939
0 1581
2 1879
2 2293
3 2219
4 2585
5 2753
8 3170
6 3344
1 3119
3 3565
1 3111
1 2920
0 2050
0 1453
16 1348
8 1590
7 1760
10 1591
7 994
3 761
5 423
4 310
4 390
6 482
1 413
0 405
0 415
0 718
0 878
1 903
0 1086
1 733
1 823
0 345
0 347
0 139
0 142
1 56
1 68
2 24
0 14
0 49
4 97
3 268
5 245
4 441
4 396
3 443
4 323
1 704
1 586
3 1022
6 866
11 1243
12 1085
15 1651
20 1685
12 2066
2 1315
34 2135
9 1735
13 1359
13 857
0 995
1 697
0 869
13 494
0 704
2 367
8 480
0 175
0 434
0 172
0 112
0 16
0 395
0 828
0 1681
1 1876
0 2466
0 2856
0 3028
0 2865
0 2565
0 2763
0 3574
3 4147
64 3599
30 2705
14 2298
6 1967
5 1823
7 1446
11 1364
7 1171
9 1177
1 1249
0 1640
2 885
0 736
7 1377
8 944
5 642
6 1575
5 2260
9 3293
10 3714
9 4150
0 3913
0 3669
0 2777
0 2033
0 1838
0 1449
0 1209
0 803
0 746
0 1603
0 2985
4 3817
5 4188
6 4266
5 3882
5 3912
13 3811
18 3718
9 4343
12 5126
13 4403
24 3303
13 2579
10 4425
6 5532
0 6092
14 6585
5 5933
4 4795
1 2927
0 1567
0 844
0 483
0 1602
1 2496
2 2706
0 1827
2 1112
0 1311
0 1773
0 1699
0 1581
6 1046
9 1198
15 1230
36 1433
20 1079
16 922
15 1190
31 1551
8 1374
5 1587
3 2070
8 1817
2 1780
3 1625
2 1397
1 673
0 41
0 125
4 119
24 537
17 280
18 458
8 475
29 166
0 624
0 235
0 454
0 773
0 2081
0 2432
0 2631
0 1799
8 1759
8 1156
3 1300
2 680
1 796
0 699
0 870
0 1298
0 1129
0 1618
0 590
0 466
0 293
0 248
0 346
0 33
0 125
0 157
0 58
0 177
0 143
0 183
0 203
0 109
0 6
0 39
0 24
0 90
0 32
0 18
0 15
0 86
4 138
0 154
0 243
0 102
0 114
0 128
0 169
3 191
1 406
0 530
0 412
7 471
65 721
209 1307
114 1166
3 1121
18 1027
48 604
122 844
72 286
26 848
2 372
0 258
0 603
0 232
2 39
0 43
8 42
15 39
28 20
79 77
26 41
28 33
4 55
32 64
62 97
127 38
91 141
116 47
102 28
41 14
0 46
2 35
0 16
0 29
16 11
0 0
34 44
109 1
206 4
145 5
102 20
9 2
29 3
29 16
108 27
89 0
51 5
59 6
18 12
16 10
25 8
44 6
16 0
59 0
58 1
112 4
265 7
329 8
292 7
78 0
13 4
16 0
46 4
78 3
177 9
0 0
1731 87
0 0
51 2
24 6
0 17
0 2
3 1
60 3
59 12
79 33
6 22
16 4
0 0
42 4
57 19
71 34
20 32
14 0
0 0
4 0
0 15
0 16
29 5
81 1
3 0
44 4
3 0
7 2
45 29
0 5
100 0
6 6
0 13
0 2
20 0
81 40
0 57
0 8
0 0
0 26
4 3
22 13
2 1
0 0
0 0
0 1
0 1
4 2
40 11
5 5
19 24
10 6
6 18
2 76
37 48
75 18
1 0
0 0
0 0
0 5
0 6
0 29
4 9
16 12
44 32
88 152
89 260
43 339
26 309
32 153
129 53
105 15
0 189
0 263
0 175
0 93
1 14
216 7
734 11
890 7
227 22
174 81
10 183
0 215
